index,source,target,llama_fewshot
478,"ഈ ഉൽപ്പന്നം വാങ്ങാൻ ഞാൻ തികച്ചും ശുപാർശ ചെയ്യുന്നു. നിങ്ങളുടെ ക്രമീകരണങ്ങൾ ക്രമീകരിച്ചുകഴിഞ്ഞാൽ അവൾക്ക് സംഗീതം പ്ലേ ചെയ്യാനും ഗെയിമുകൾ കളിച്ച് നിങ്ങളുമായി സംവദിക്കാനും കഴിയും. നിങ്ങൾ അവളെ ഇഷ്ടപ്പെടുകയും ഓരോ മുറിയിലും ഒരെണ്ണം വാങ്ങാൻ ആഗ്രഹിക്കുകയും ചെയ്യും.. ഞങ്ങൾ ഒരു എക്കോ വാങ്ങി, ഇപ്പോൾ ഞങ്ങളുടെ ഓരോ കിടപ്പുമുറികൾക്കും 3 ഡോട്ടുകൾ ഉണ്ട്, അതിനാൽ ഞങ്ങളുടെ കിടപ്പുമുറികളിൽ ഇപ്പോൾ ഞങ്ങളുടെ സ്വന്തം അസിസ്റ്റന്റുകളുണ്ട്. തീർച്ചയായും നിങ്ങൾ ഇത് പരിഗണിക്കുകയാണെങ്കിൽ ഇപ്പോൾ ചെയ്യുക !!! നീ ഖേദിക്കേണ്ടി വരില്ല.","I would absolutely recommend purchasing this product. She can play music, interact with you by playing games once you adjust your settings. You will LOVE her and want to buy one for each room.. We purchased an Echo and now have 3 dots for each of our bedrooms so we now have our own assistants in our bedrooms. DEFINITELY if you are considering this DO IT NOW!!! You will NOT regret it.","I highly recommend buying this product. Once you've set up your configurations, she can play music and play games and communicate with you. You'll love it and want to buy one for each room... We bought an Echo and now we have 3 dots in each of our bedrooms, so now we have our own personal assistants in our bedrooms. Definitely consider this now!!! You won't regret it."
479,"വിലയ്ക്ക് മികച്ച കിൻഡിൽ. മികച്ച രീതിയിൽ പ്രവർത്തിക്കുന്നു, ഓൺലൈനിൽ ബെസ്റ്റ് ബൈയിൽ നിന്ന് ഓർഡർ ചെയ്യുന്നത് അതിശയകരമായിരുന്നു.",Excellent kindle for the price. Works great and ordering from Best Buy online was amazing.,"Great Kindle for the price. Works well, ordering from Best Buy online was amazing."
480,തിരികെ പോകാൻ തുടങ്ങിയ ഒന്നിന് പകരമാണ് ഇനം. ഇത് നന്നായി പ്രവർത്തിക്കുന്നു.,Item is a replacement for one that was starting to go back. It works fine.,It is a replacement for going back. It works well.
481,മികച്ച സേവനം. സൂര്യപ്രകാശത്തിൽ വായിക്കുന്നതിനുള്ള മികച്ച ഉൽപ്പന്നം.,Great service. Great product for reading in sunlight.,Excellent service. Best product for reading in sunlight.
482,"സംഗീത പ്രേമികൾക്കും ചോദ്യങ്ങൾ ചോദിക്കാൻ ഇഷ്ടപ്പെടുന്ന കുട്ടികൾക്കും എക്കോ വളരെ നന്നായി പ്രവർത്തിക്കുന്നു. കുറച്ച് ആഴ്‌ചകൾ ഞാൻ ഇത് പരീക്ഷിച്ചു, ഇത് എനിക്കുള്ളതല്ലെന്ന് ഞാൻ തീരുമാനിച്ചു. ഞാൻ എന്റെ കാറിലല്ലെങ്കിൽ അപൂർവ്വമായി സംഗീതം കേൾക്കുന്നു. വെറുതെ ഇരിക്കാൻ പറ്റാത്തത്ര പണമായിരുന്നു. ഇത് ശരിയായ വ്യക്തിക്ക് ഒരു മികച്ച ഉൽപ്പന്നമാണ്, ഇതിന് ധാരാളം സാധ്യതകളുണ്ട്.",The Echo works very well for the music lover and children that like to ask it questions. I tried it out for a few weeks and I decided it wasn't for me. I seldom listen to music unless I'm in my car. It was too much money to just sit there idle. It is a great product for the right person and it has a lot of potential.,"Music lovers and kids who enjoy asking questions, Echo works very well. I tried it for a few weeks and decided it's not for me. I don't listen to music in my car, it's too expensive to just sit there. It's a great product for the right person, there are many possibilities."
483,മുടി വയ്‌ക്കാൻ പോകുമ്പോൾ ഞാൻ എപ്പോഴും ടാബ്‌ലെറ്റ് എടുക്കാറുണ്ട്. ഞാൻ ഹെയർ ഡ്രയറിനു കീഴിലായിരിക്കുമ്പോൾ അത് സമയം വേഗത്തിൽ കടന്നുപോകുന്നു!!,I always take me tablet when I go to get my hair done. It makes time go by faster when I'm under the hair dryer!!,I always take my tablet with me when I'm going to get a haircut. It charges quickly when it's under my hair dryer!!
484,"ഞാൻ ഇത് ഏകദേശം ഒരു മാസം മുമ്പ് വാങ്ങി, ഇതുവരെ എനിക്ക് അതിൽ പരാതികളൊന്നുമില്ല. അതിന്റെ ജോലി ചെയ്യുന്ന ഒരു നല്ല ചെറിയ വായനക്കാരൻ.",I bought it almost a month ago and I've no complaints so far with it. It's a nice little ereader that does its job.,I bought this about a month ago and so far I have no complaints about it. It's a good little reader that works well.
485,"നല്ല ഇന്റർഫേസ്, ഉപയോഗിക്കാൻ എളുപ്പമാണ്, വോയ്‌സ് തിരയൽ അതിശയകരമാണ്!","Nice interface, easy to use, voice search is fantastic!","Great interface, easy to use, and voice search is amazing!"
486,"ഈ ടാബ്‌ലെറ്റ് അവരുടെ 20-കളിൽ ഉള്ള ഒരാൾക്ക് വേണ്ടി വാങ്ങിയതാണ്, അവർ അതിൽ വളരെ സംതൃപ്തരാണ്.",This tablet was purchased for a person in their 20's and they are very content with it.,"This tablet was bought for someone in their 20s, and they are very satisfied with it."
487,$50-ന് ഈ ടാബ് ചെയ്യേണ്ടത് ചെയ്യുന്നു. ഇതിന് ഗെയിമിംഗ് ആപ്പുകളും സോഷ്യൽ നെറ്റ്‌വർക്കിംഗ് ആപ്പുകളും ഉണ്ട്. നിങ്ങൾക്ക് ഫോട്ടോകളും വീഡിയോകളും എടുക്കാം. ഇത് ഒരു പാവപ്പെട്ടവന്റെ ഐപാഡ് പോലെയാണ്.,for $50 this tab does what it is supposed to do. It has the gaming apps and social networking apps. You can take photos and videos. Its like a poor man's ipad.,This tablet is worth $50. It has gaming apps and social networking apps. You can take photos and videos. It's like a poor man's iPad.
488,ഇതിനെ സ്നേഹിക്കുക. എന്റെ പുതിയ ഫയർ ടാബ്‌ലെറ്റ് ഇഷ്‌ടപ്പെടുന്നു. അത് വളരെ സൗകര്യപ്രദമാണ്,Love it. Love my new fire tablet. It is so convenient,I love it. My new Fire tablet is a favorite. It is very user-friendly.
489,വളരെ നല്ല വായനാ ഗാഡ്‌ജെറ്റ്.. എനിക്ക് ആവശ്യമുള്ളതെല്ലാം നൽകുന്നു. വലിപ്പവും ആകൃതിയും എവിടെയും കൊണ്ടുപോകാൻ അനുയോജ്യമാണ്.,Very good reading gadget.. delivers all I need. Size and shape good for take anywhere.,"It is a very good reading gadget. It gives me everything I need. It is also lightweight and portable, making it easy to take anywhere."
490,"എന്റെ മരുമകൾ ഇത് ഇഷ്ടപ്പെടുന്നു! അവളുടെ സഹോദരിക്ക് ക്രിസ്മസിന് ഒന്ന് ലഭിച്ചു, ഇപ്പോൾ അവൾക്കും ഒന്ന് ലഭിച്ചു.",My niece loves it! Her sister got one for Xmas and now she got one too.,"My sister-in-law loves it! Her sister got one for Christmas, and now she has one too."
491,"അടിസ്ഥാന ആവശ്യങ്ങൾ, കാലാവസ്ഥ, ടൈമർ, സ്ട്രീമിംഗ് എന്നിവയ്‌ക്ക് അലക്‌സ നല്ലതാണ്, എന്നാൽ ഗൂഗിൾ പോലുള്ള ശരിയായ തിരയൽ കഴിവുകൾക്കുള്ള കഴിവില്ല. കൂടാതെ, പുസ്തകങ്ങൾ സ്ട്രീം ചെയ്യാനുള്ള കഴിവിന് ജോലി ആവശ്യമാണ്.","Alexa is good for basic needs, weather, timer, streaming, but lacks the ability for proper search abilities like google. Also, the ability to stream books needs work.","Alexa is good for basic needs, weather, timer, streaming, etc, but lacks the proper search capabilities like Google. Also, it requires work to stream books."
492,എനിക്ക് ഒരു ടേബിൾ ആവശ്യമുള്ളതെല്ലാം ഇത് ചെയ്യുന്നു. പിന്നെ ശരിക്കും വേഗമേറിയതാണ്..,It does everything I need a table to do. And it is really fast..,I really like that it does everything I need a tablet to do. Then it really speeds up.
