source,target
<M2E> too many pop up ads ഉള്ളതിനാൽ return ചെയ്തു,We found there to be too many pop up ads and returned it.
<E2M> Bought it so my son would stop grabbing for my phone. Does what it needs to but battery life is horrible,എന്റെ son എന്റെ phone പിടിക്കുന്നത് നിർത്താൻ ഇത് വാങ്ങി. ആവശ്യങ്ങൾ fulfill ചെയ്യുന്നു പക്ഷേ battery life horrible ആണ്
"<E2M> This is my son's 1st smart phone and so far, it does what he needs it to do.","ഇത് എന്റെ son ന്റെ first smartphone ആണ്, ഇതുവരെ അവന് വേണ്ടത് എല്ലാം ചെയ്യുന്നു."
<E2M> First purchase of an e reader. Kindle Paperwhite is very refined after many generations of change on Kindles. Device is responsive for loading and downloading new books. Backlight is easy to use and adjustable. Our library has over 9000 books compatible with Kindle for checkout. Get the magnetic cover (Kindle brand or OEM) as it turns the device on and off with opening.,"first e-reader purchase. Kindle Paperwhite refined ആണ്. books load, download fast. backlight adjustable. library ൽ 9000 books. magnetic cover recommend."
"<M2E> ഇത് വളരെ slow ഉം problematic ഉം ആയിരുന്നു, store ൽ പോലും enter ചെയ്യാൻ കഴിഞ്ഞില്ല. Samsung ലേക്ക് switch ചെയ്തു, ഇപ്പോൾ ഞങ്ങൾ അത് love ചെയ്യുന്നു.",It was so slow and problematic i couldnt even get in to the store. Switched to a Samsung and we love it!
<M2E> awesome ആണ്. unbeatable price ആണ്. books magazines games എല്ലാം വാങ്ങാം. wife hours silent ആക്കും. thank you Amazon.,"Awesome! Unbeatable price! You can buy books and stuff! Magazines, games or whatever! Keeps my wife quiet for hours! Thank you Amazon!!!!"
"<E2M> Love the Amazon Alexa products! I have 1 Show, 1 Echo, 2 dots, and the Tap. Wish the Tap had the drop-in feature. The tap does make a sound when you have the hands free enabled and say ""Alexa"" instead of the blue lights on the other products. Great for taking outside!","Amazon Alexa products love ആണ്, Show Echo dots Tap എല്ലാം ഉണ്ട്, Tap ൽ drop in feature ഉണ്ടായിരുന്നെങ്കിൽ നന്നായിരുന്നു, hands free mode ൽ sound ഉണ്ടാകും, outdoor use ന് great ആണ്"
<E2M> It is easy and fun to use. This was a gift for my 4 year old granddaughter. She can play on it for hours.,ഇത് easy and fun to use ആണ്. ഇത് എന്റെ 4 year old granddaughter ന് gift ആയിരുന്നു. അവൾ hours കളിക്കാൻ കഴിയും
"<M2E> great tablet great price ആണ്, dad son love ചെയ്യുന്നു.",Great tablet and great price! My dad and my son love it!
"<M2E> excellent tablet ആണ്, പക്ഷേ app store Android പോലെ good അല്ല","It is an excellent tablet, however it's app store is not as good as android."
<E2M> Wanted a reader that I could just get and go on my way. Always have something to read. Apps are great. Easy for my 7 yr old grandson to enjoy too.,"എനിക്ക് ഒരു reader വേണം, easy ആയി carry ചെയ്ത് പോകാൻ. always something to read ഉണ്ട്. apps great ആണ്. എന്റെ 7 yr old grandson നും easy ആണ്"
"<M2E> Mother's Day gift ആയി Florida ലെ mom ന് വാങ്ങി. personal experience ഇല്ല, പക്ഷേ price great ആണ്, reviews solid ആണ്. youtube unboxing videos കണ്ടു, good deal ആണ്, screen glossy issue ചിലർക്കുണ്ട്.",I purchased this as a Mother's Day gift for my Mom in Florida. I don't have first hand experience with it but the price point is great and the other reviews seem solid. I did watch a few unboxing videos on youtube and it seems to be a great deal. Some people seem to have issues with the screen being too glossy but other than that I don't see a ton of other problems.
<E2M> This device has added to our families ability to be better organized. As well as the great entertainment value it has added to our family. It also has allowed me to explore new music that I wouldn't normally listen to at any given time. Thanks,ഈ device ഞങ്ങളുടെ family ന് better organized ആകാൻ സഹായിച്ചു. കൂടാതെ great entertainment value ഉം നൽകി. സാധാരണ കേൾക്കാത്ത new music explore ചെയ്യാനും അനുവദിച്ചു. thanks
"<M2E> setup easy ആണ്, everything stream ചെയ്യാൻ allow ചെയ്യുന്നു",Easy to set up and lets me stream everything I want to
<E2M> Great price and the item worked perfectly. I searched the internet and Best buy had comparable pricinr.,"great price ആണ്, item perfectly work ചെയ്തു. ഞാൻ internet search ചെയ്തു, Best Buy comparable pricing ഉണ്ടായിരുന്നു."
<E2M> I would recommend this product it's very helpful. I purchased the dot for my daughter. Alexa helps her with spelling words and more.,"ഈ product വളരെ helpful ആണ്, ഞാൻ recommend ചെയ്യുന്നു. ഞാൻ എന്റെ daughter ന് dot purchase ചെയ്തു. Alexa അവളെ spelling words എന്നിവയിൽ help ചെയ്യുന്നു"
"<M2E> India ൽ living 12 yr old nephew വേണ്ടി gift ആയി വാങ്ങി, school info google ചെയ്യാൻ useful ആണ്, Skype video chat ചെയ്യാം, price good ആണ്, resolution better ആയിരുന്നെങ്കിൽ നല്ലത്.","I bought this tab as a birthday gift for my 12 yr old nephew who lives in India. It's very useful for him to google for important information over the Internet for his school assignments. Also, he can video chat with me using Skype.Rightly priced to be a kid's product. Resolution could've been better if its targeted as a kid's product. I think better resolution can reduce some pressure on eyes while reading documents with fine text."
"<M2E> ഇത് really use ചെയ്യാൻ സമയം ലഭിച്ചിട്ടില്ല, പക്ഷേ books, games download ചെയ്യാൻ hope ചെയ്യുന്നു","Have not had time to REALLY use it, but hope to download books and games."
<E2M> EXCELLENT PRODUCT THE PRICE AND THE QUALITY ARE GOOD,"excellent product ആണ്, price quality good ആണ്."
<E2M> Does everything its supposed to. My daughter loves it!,ചെയ്യേണ്ടത് എല്ലാം ചെയ്യുന്നു. എന്റെ daughter ഇത് love ചെയ്യുന്നു
"<E2M> So far we are very much enjoying the product. Great for outdoor use by the pool due to its portability. We have not had a chance to really test how long it can go without a charge but a couple hours has been no problem. Only catch is that you cannot stream a single Spotify account on more than one device at the same time, so if you find yourself purchasing the Dot or Echo you will not be able to stream using the same account at the same time.","ഇതുവരെ ഞങ്ങൾ product വളരെ enjoy ചെയ്യുന്നു. portability കാരണം pool outdoor use ന് great ആണ്. charge ഇല്ലാതെ എത്ര സമയം പോകും എന്ന് test ചെയ്തിട്ടില്ല, പക്ഷേ couple hours problem ഇല്ല. ഒരു Spotify account ഒരേസമയം multiple devices ൽ stream ചെയ്യാൻ കഴിയില്ല, അതിനാൽ Dot അല്ലെങ്കിൽ Echo വാങ്ങുമ്പോൾ same account ഒരേ സമയം ഉപയോഗിക്കാൻ കഴിയില്ല"
"<E2M> I like this product. I have the fire stick, but wanted to move to a faster processor so I could run Kodi. Works well.","എനിക്ക് ഈ product ഇഷ്ടമാണ്. എന്റെ പക്കൽ Fire Stick ഉണ്ട്, പക്ഷേ faster processor ലേക്ക് move ചെയ്യാൻ ഞാൻ ആഗ്രഹിച്ചു, അങ്ങനെ Kodi run ചെയ്യാൻ കഴിയൂ. works well"
