index,manglish,eng,mal,gpt5_fewshot
621,"previously 2 Kindles ഉണ്ടായിരുന്നു, finally Paperwhite വാങ്ങി, eyes ന് easy ആണ്, light disturb ചെയ്യില്ല, മുമ്പ് quarter ന് 1 book വായിച്ചു, ഇപ്പോൾ month ന് 1-2 books വായിക്കുന്നു.","I had two kindles previously, I think 3rd gen white one with keyboard, cheapest kindle I won couple years back from a raffle, and finally purchased this paper white. So much easier on my eyes and my wife doesn't get bothered by a little bit of light it produces. I was a casual reader who reads one book every quarter and with paper white I read 1-2 books a month minimum.","എനിക്ക് മുമ്പ് രണ്ട് കിൻഡുകൾ ഉണ്ടായിരുന്നു, കീബോർഡുള്ള മൂന്നാം തലമുറ വെളുത്ത ഒന്ന്, വിലകുറഞ്ഞ കിൻഡിൽ ഞാൻ രണ്ട് വർഷങ്ങൾക്ക് മുമ്പ് ഒരു റാഫിളിൽ നിന്ന് വിജയിച്ചു, ഒടുവിൽ ഈ പേപ്പർ വെള്ള വാങ്ങി. എന്റെ കണ്ണുകൾക്ക് വളരെ എളുപ്പമാണ്, അത് ഉൽപാദിപ്പിക്കുന്ന പ്രകാശം എന്റെ ഭാര്യയെ വിഷമിപ്പിക്കുന്നില്ല. ഓരോ പാദത്തിലും ഒരു പുസ്തകം വായിക്കുന്ന ഒരു സാധാരണ വായനക്കാരനായിരുന്നു ഞാൻ, കടലാസ് വെള്ള ഉപയോഗിച്ച് മാസത്തിൽ കുറഞ്ഞത് 1-2 പുസ്തകങ്ങൾ വായിക്കുന്നു.","I previously had two Kindles and finally bought Paperwhite. It is easy on the eyes and the light does not disturb. I used to read one book per quarter, now I read 1–2 books per month."
622,ഈ product best item ആണ് HANDS DOWN! love it!,This product is the best item HANDS DOWN! Love IT!,ഈ ഉൽപ്പന്നം ഏറ്റവും മികച്ച ഇനമാണ്! ഇതിനെ സ്നേഹിക്കുക!,"This product is the best item, hands down. I love it."
623,Use ചെയ്യാനും navigate ചെയ്യാനും വളരെ easy ആണ്. Purse ൽ carry ചെയ്യാൻ perfect size ആണ് കൂടാതെ movies കാണാൻ good sized screen ഉം ഉണ്ട്.,Very easy to use and navigate. Perfect size to carry in my purse and still a good sized screen to watch movies.,ഉപയോഗിക്കാനും നാവിഗേറ്റ് ചെയ്യാനും വളരെ എളുപ്പമാണ്. എന്റെ പേഴ്‌സിൽ കൊണ്ടുപോകാൻ അനുയോജ്യമായ വലുപ്പവും സിനിമകൾ കാണാൻ ഇപ്പോഴും നല്ല വലിപ്പമുള്ള സ്‌ക്രീനും.,It is very easy to use and navigate. It is the perfect size to carry in a purse and has a good-sized screen for watching movies.
624,"cheap tablet വേണ്ടി search ചെയ്തു, daughter technology learn ചെയ്യാൻ. parental controls great ആണ്, age appropriate content access നൽകുന്നു",I was looking for an inexpensive tablet to help my daughter become more comfortable using technology. This tablet offers great parental controls and gives her the ability to watch & play age appropriate shows and games.,സാങ്കേതികവിദ്യ ഉപയോഗിച്ച് എന്റെ മകളെ കൂടുതൽ സുഖകരമാക്കാൻ സഹായിക്കുന്നതിന് ഞാൻ വിലകുറഞ്ഞ ടാബ്‌ലെറ്റിനായി തിരയുകയായിരുന്നു. ഈ ടാബ്‌ലെറ്റ് മികച്ച രക്ഷാകർതൃ നിയന്ത്രണങ്ങൾ വാഗ്ദാനം ചെയ്യുകയും പ്രായത്തിന് അനുയോജ്യമായ ഷോകളും ഗെയിമുകളും കാണാനും കളിക്കാനുമുള്ള കഴിവ് അവൾക്ക് നൽകുന്നു.,I searched for a cheap tablet for my daughter to learn technology. Parental controls are great and provide access to age-appropriate content.
625,Amazon customer ആണെങ്കിൽ TV ന് great ആണ് Alexaക്ക് improvements വേണം,This is great for ur tv if an amazon customer. Only thing Alexa needs improvements!!,ഒരു ആമസോൺ ഉപഭോക്താവാണെങ്കിൽ ഇത് നിങ്ങളുടെ ടിവിക്ക് മികച്ചതാണ്. അലക്‌സയ്ക്ക് മെച്ചപ്പെടുത്തലുകൾ ആവശ്യമുള്ള ഒരേയൊരു കാര്യം !!,"It is great for TV if you are an Amazon customer, but Alexa needs improvements."
626,"gift ആയി വാങ്ങി, small children ന് perfect ആണ്, touch screen apps easy ആണ്","Purchased as a gift, perfect for small children! Easy to use especially for children's apps with the touch screen.","ഒരു സമ്മാനമായി വാങ്ങിയത്, ചെറിയ കുട്ടികൾക്ക് അനുയോജ്യമാണ്! പ്രത്യേകിച്ച് ടച്ച് സ്‌ക്രീൻ ഉള്ള കുട്ടികളുടെ ആപ്പുകൾക്ക് ഉപയോഗിക്കാൻ എളുപ്പമാണ്.",Bought as a gift. It is perfect for small children. The touch screen apps are easy.
627,എന്റെ kid ഇത് love ചെയ്യുന്നു. educational games install ചെയ്യാൻ convenient ആണ്.,My kid loves it. It's really convenient for us to put educational games on it for him.,എന്റെ കുട്ടി അത് ഇഷ്ടപ്പെടുന്നു. അവനുവേണ്ടി വിദ്യാഭ്യാസ ഗെയിമുകൾ സ്ഥാപിക്കുന്നത് ഞങ്ങൾക്ക് ശരിക്കും സൗകര്യപ്രദമാണ്.,My kid loves this. It is convenient to install educational games.
628,"എനിക്ക് Fire TV love ആണ്, Amazon Prime Netflix customer ആണ്, ഇത് വളരെ well work ചെയ്യുന്നു, daily use ചെയ്യുന്നു, navigation പഠിച്ചു കൊണ്ടിരിക്കുന്നു, Amazon Music കൂടുതലായി ഉപയോഗിക്കുന്നു, great product.",I love my Fire TV! I'm both an Amazon Prime and Netflix customer and this works very well for me! I haven't had mine very long but I use them everyday ( I have 2 of them) so I am learning to navigate through them very well. I also use the Amazon Music quite a lot! Great product!,"എനിക്ക് എന്റെ ഫയർ ടിവി ഇഷ്ടമാണ്! ഞാൻ ഒരു Amazon Prime, Netflix ഉപഭോക്താവാണ്, ഇത് എനിക്ക് വളരെ നന്നായി പ്രവർത്തിക്കുന്നു! എനിക്ക് എന്റേത് വളരെക്കാലമായി ഉണ്ടായിരുന്നില്ല, പക്ഷേ ഞാൻ അവ ദിവസവും ഉപയോഗിക്കുന്നു (എനിക്ക് അവയിൽ 2 എണ്ണം ഉണ്ട്) അതിനാൽ അവയിലൂടെ നന്നായി നാവിഗേറ്റ് ചെയ്യാൻ ഞാൻ പഠിക്കുന്നു. ഞാനും ആമസോൺ സംഗീതം ധാരാളം ഉപയോഗിക്കുന്നു! മികച്ച ഉൽപ്പന്നം!",I love Fire TV. I am an Amazon Prime and Netflix customer. It works very well and I use it daily. I am learning navigation and use Amazon Music more. It is a great product.
629,"ഇത് വാങ്ങാൻ wait ചെയ്തതിൽ regret ആണ്. Hulu, Netfliz പോലുള്ള apps വേണ്ടി DVD player ഉപയോഗിക്കുന്നതിനെക്കാൾ വളരെ faster ആണ്. voice search വളരെ handy ആണ്.",I wish I didn't wait to get this. It is so much faster than using a DVD player for apps like Hulu and Netfliz. Plus the voice serach is handy.,"ഇത് ലഭിക്കാൻ ഞാൻ കാത്തിരിക്കാതിരുന്നെങ്കിൽ എന്ന് ഞാൻ ആഗ്രഹിക്കുന്നു. Hulu, Netfliz പോലുള്ള ആപ്പുകൾക്കായി ഡിവിഡി പ്ലെയർ ഉപയോഗിക്കുന്നതിനേക്കാൾ വളരെ വേഗതയുള്ളതാണ് ഇത്. കൂടാതെ വോയിസ് സെറാച്ച് സുലഭമാണ്.",I regret waiting to buy this. It is much faster than using a DVD player for apps like Hulu and Netflix. Voice search is very handy.
630,Pandora ൽ Bruno Mars play ചെയ്യാൻ Alexa യോട് പറയുന്നത് fun ആണ്.,It is fun to tell Alexia to play Bruno Mars on Pandora,പണ്ടോറയിൽ ബ്രൂണോ മാർസ് കളിക്കാൻ അലക്സയോട് പറയുന്നത് രസകരമാണ്,It is fun to ask Alexa to play Bruno Mars on Pandora.
631,"great 5 star product ആണ്, every home നും വേണം. just program ചെയ്യുക, അത് നിങ്ങൾക്കായി work ചെയ്യും",Great 5 stars every home needs one. Just program it. Like it work for you,മികച്ച 5 നക്ഷത്രങ്ങൾ എല്ലാ വീട്ടിലും ആവശ്യമാണ്. പ്രോഗ്രാം ചെയ്താൽ മതി. ഇത് നിങ്ങൾക്കായി പ്രവർത്തിക്കുന്നത് പോലെ,It is a great 5-star product. Every home should have it. Just program it and it will work for you.
632,"excellent value ആണ്, great apps movies ഉണ്ട്. price perfect ആണ്",Excellent value great apps and movies. the price was perfect.,മികച്ച മൂല്യമുള്ള മികച്ച ആപ്പുകളും സിനിമകളും. വില തികഞ്ഞതായിരുന്നു.,It is excellent value. It has great apps and movies. The price is perfect.
